Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell,Rings,Maturity_Level,Random_Index,Biological_Variation
F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9,mature,50,0.84293
I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11,aged,80,-0.92916
M,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12,aged,62,1.2892
I,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10,mature,97,0.55613
M,0.63,0.495,0.16,1.093,0.497,0.221,0.315,12,aged,65,0.76434
M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10,mature,16,-0.96231
F,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9,mature,48,0.25505
F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9,mature,85,-1.26358
M,0.52282,0.475,0.13925,0.82543,0.5205,0.2695,0.3665,10,mature,89,-1.4104
M,0.52282,0.51,0.13925,0.82543,0.405,0.2255,0.31,10,mature,45,0.8251
M,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15,aged,4,-0.54903
M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10,mature,10,-0.40463
M,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11,aged,34,-1.08403
M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10,mature,64,0.65214
M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11,aged,93,1.0783
F,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11,aged,12,-1.45524
F,0.65,0.59,0.22,1.662,0.77,0.378,0.435,11,aged,6,0.22349
M,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11,aged,1,-1.0872
M,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9,mature,10,0.96538
F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10,mature,91,-0.89547
F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10,mature,74,0.83003
M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13,aged,43,0.75266
F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10,mature,86,-0.68633
M,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10,mature,41,-0.51175
F,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10,mature,55,-0.39025
F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10,mature,71,-1.07422
F,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10,mature,85,1.05346
F,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11,aged,95,-0.71724
F,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10,mature,50,0.53695
M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13,aged,28,-1.89538
M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9,mature,78,0.03358
F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11,aged,91,0.33879
F,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12,aged,72,0.10941
F,0.52282,0.57,0.13925,0.82543,0.96,0.4195,0.43,12,aged,33,-1.61332
F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11,aged,49,0.27653
F,0.52282,0.575,0.13925,0.82543,0.913,0.389,0.51,13,aged,90,0.80861
F,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11,aged,7,0.31816
F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11,aged,8,-1.57371
I,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,7,mature,35,-1.68552
I,0.52282,0.255,0.13925,0.82543,0.0785,0.0345,0.053,5,mature,50,1.32589
I,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6,mature,19,-0.11586
I,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7,mature,80,0.04845
I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5,mature,63,-0.69017
I,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5,mature,4,-0.11096
I,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,6,mature,18,0.85006
I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7,mature,97,0.98721
I,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8,mature,93,-0.7277
I,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7,mature,65,0.62035
I,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6,mature,93,2.0459
I,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5,mature,93,0.12914
M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9,mature,36,1.51497
I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6,mature,4,2.06962
I,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6,mature,9,-0.15552
I,0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5,mature,98,0.47308
M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8,mature,98,-1.00068
I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9,mature,49,1.43497
M,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6,mature,99,0.00029
I,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7,mature,90,0.27741
I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8,mature,8,0.15223
I,0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,9,mature,75,-0.58392
I,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6,mature,36,0.27298
I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6,mature,60,-0.74563
M,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8,mature,81,0.82663
I,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7,mature,52,2.29035
F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7,mature,73,-0.10211
I,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7,mature,62,1.0509
I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6,mature,4,0.22894
M,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8,mature,17,-0.94728
M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6,mature,93,0.86673
F,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7,mature,16,0.1892
M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9,mature,95,0.32517
F,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9,mature,77,-1.73923
I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8,mature,4,-1.10125
M,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8,mature,97,0.57132
M,0.52,0.4,0.125,0.559,0.254,0.139,0.149,8,mature,70,1.02714
M,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8,mature,70,-1.1313
I,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,9,mature,49,0.09358
M,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8,mature,48,0.63549
F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9,mature,75,1.29583
F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8,mature,76,1.35692
M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9,mature,56,1.96626
F,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8,mature,56,1.3343
F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9,mature,33,-0.41953
M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8,mature,28,-0.58046
M,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9,mature,89,0.01702
M,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8,mature,2,0.86713
F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9,mature,82,-0.62821
F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9,mature,67,0.8459
M,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8,mature,49,-0.2666
M,0.52282,0.44,0.13925,0.82543,0.387,0.215,0.245,8,mature,81,-1.73781
F,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9,mature,10,0.75878
F,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8,mature,98,-0.53011
F,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9,mature,20,-0.85331
M,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8,mature,58,0.5887
M,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9,mature,14,-0.32446
F,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11,aged,57,0.23348
F,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9,mature,89,-1.09675
F,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9,mature,82,-1.37235
F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11,aged,60,1.2616
I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,8,mature,55,1.30223
M,0.62,0.485,0.155,1.049,0.462,0.231,0.25,10,mature,80,0.10535
F,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8,mature,44,0.83712
M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9,mature,66,-0.50121
M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10,mature,29,0.49727
M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11,aged,12,-0.92661
M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9,mature,93,2.11368
F,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,10,mature,78,0.14649
M,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9,mature,78,0.23918
M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11,aged,59,-0.12396
F,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10,mature,48,-0.92161
F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10,mature,53,0.16551
M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8,mature,91,-0.82798
F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9,mature,20,0.22757
F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10,mature,4,-1.35203
M,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11,aged,75,1.30335
F,0.52282,0.505,0.13925,0.82543,0.55,0.3015,0.335,11,aged,51,0.48345
F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10,mature,8,0.3491
M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10,mature,48,-0.30379
F,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9,mature,29,-0.30314
M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8,mature,6,0.08686
F,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11,aged,57,0.03567
M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11,aged,98,0.501
M,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10,mature,65,-0.95929
F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10,mature,93,-0.60439
M,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11,aged,92,1.8034
M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10,mature,54,0.1842
M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10,mature,37,0.44006
M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11,aged,48,-1.43128
M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12,aged,74,0.07015
F,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11,aged,51,-1.3692
M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11,aged,6,0.41124
M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10,mature,55,0.31259
M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10,mature,28,-0.06509
M,0.75,0.55,0.18,1.893,0.942,0.397,0.445,11,aged,8,1.11972
I,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,5,mature,23,-0.07248
I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6,mature,73,0.27825
I,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6,mature,35,1.98918
I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6,mature,82,0.24635
I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5,mature,67,-0.74716
I,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5,mature,23,-1.02014
I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6,mature,3,-0.6158
I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7,mature,96,-0.73457
I,0.36,0.27,0.095,0.2,0.073,0.056,0.061,8,mature,47,-1.16458
I,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7,mature,84,-0.06653
I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7,mature,73,-2.17408
I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7,mature,21,0.6082
I,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,6,mature,91,-0.50272
I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7,mature,35,-0.44288
I,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,7,mature,24,0.69301
I,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6,mature,46,1.88366
I,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8,mature,68,-0.97859
I,0.385,0.28,0.095,0.257,0.119,0.059,0.07,7,mature,84,0.20324
I,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,8,mature,68,1.05574
I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7,mature,79,-1.2817
I,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7,mature,97,0.53968
I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7,mature,85,1.03411
I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8,mature,8,0.63775
I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8,mature,59,-0.09214
I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7,mature,56,-0.04821
I,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8,mature,82,1.16701
I,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7,mature,43,-1.9848
I,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7,mature,28,0.01584
I,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6,mature,71,-0.04542
I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8,mature,70,1.49104
I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7,mature,95,0.97702
I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10,mature,24,-1.17194
I,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7,mature,22,0.15629
I,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9,mature,86,-1.88192
I,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,8,mature,8,0.3717
I,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8,mature,42,0.07659
M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7,mature,61,-0.38505
I,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8,mature,67,-0.85434
I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9,mature,25,-0.4291
I,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8,mature,3,0.38465
M,0.48,0.355,0.16,0.464,0.221,0.106,0.239,8,mature,27,-0.53134
I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7,mature,16,0.02041
I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8,mature,96,-1.65377
I,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8,mature,71,1.21729
I,0.52282,0.37,0.13925,0.82543,0.2075,0.091,0.15,8,mature,57,1.21048
I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8,mature,35,0.79627
I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8,mature,71,0.58948
I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8,mature,82,-0.07598
I,0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9,mature,2,1.31632
I,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7,mature,71,-0.78786
F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6,mature,40,0.06231
I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9,mature,48,-0.09179
I,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10,mature,49,1.46955
I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8,mature,62,-0.3871
I,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,8,mature,98,-0.25922
I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9,mature,88,0.00844
I,0.52282,0.39,0.13925,0.82543,0.2355,0.1095,0.1895,7,mature,49,0.5106
M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8,mature,41,-0.77258
I,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,9,mature,17,-0.10678
I,0.525,0.38,0.135,0.615,0.261,0.159,0.175,8,mature,30,0.06811
I,0.525,0.4,0.14,0.654,0.305,0.16,0.169,7,mature,46,-0.36373
M,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,9,mature,38,0.58874
I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7,mature,4,-0.14189
I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10,mature,62,-1.59638
I,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,9,mature,9,1.63652
I,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,11,aged,96,-2.34308
I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7,mature,70,0.88708
I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9,mature,49,-0.08493
I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9,mature,23,-1.1223
I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9,mature,19,-0.89993
M,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10,mature,33,-0.15975
I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9,mature,54,0.12554
I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,10,mature,96,-0.62751
I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8,mature,16,0.24208
I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9,mature,37,-0.40306
I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,8,mature,35,-0.02434
I,0.545,0.42,0.125,0.717,0.358,0.112,0.22,8,mature,60,-0.08004
M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10,mature,58,-1.23968
I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9,mature,35,-0.4909
I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12,aged,34,-0.95306
I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,8,mature,76,0.42136
I,0.55,0.425,0.15,0.7665,0.339,0.176,0.21,8,mature,42,2.38095
I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9,mature,23,0.8085
I,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8,mature,57,-0.08309
I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11,aged,27,-1.73196
I,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,10,mature,57,0.02587
I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8,mature,15,-0.73381
M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10,mature,65,-1.15401
I,0.565,0.42,0.155,0.743,0.31,0.186,0.231,9,mature,97,-0.72659
F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9,mature,82,1.1649
M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9,mature,38,-0.04044
M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,10,mature,26,-1.61707
F,0.52282,0.45,0.13925,0.82543,0.3345,0.185,0.21,8,mature,13,2.00199
M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9,mature,39,0.66671
I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9,mature,49,0.33858
I,0.57,0.43,0.145,0.833,0.354,0.144,0.2815,10,mature,93,-0.25718
I,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9,mature,88,0.17676
I,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12,aged,18,1.04522
M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8,mature,96,-1.08095
I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10,mature,59,0.37448
F,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10,mature,15,-0.11501
I,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9,mature,50,-1.45512
M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10,mature,41,-0.47314
F,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,8,mature,7,0.66533
I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9,mature,3,-0.05742
I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10,mature,33,-0.65916
F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8,mature,76,-0.00287
M,0.52282,0.445,0.13925,0.82543,0.4005,0.198,0.239,9,mature,35,1.65529
M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13,aged,16,1.17821
F,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8,mature,54,-0.33893
M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10,mature,65,-0.95069
M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10,mature,17,-0.30915
I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9,mature,3,-1.55295
F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10,mature,17,-0.16601
M,0.59,0.49,0.165,1.207,0.559,0.235,0.309,10,mature,25,0.3215
I,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10,mature,23,0.43725
I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11,aged,24,0.30884
F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8,mature,60,-1.10047
M,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,10,mature,58,-0.78348
M,0.52282,0.45,0.13925,0.82543,0.463,0.2065,0.2535,10,mature,52,-1.13248
I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8,mature,69,-0.82168
F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8,mature,57,0.25845
F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9,mature,11,2.12594
M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9,mature,39,1.57832
I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8,mature,85,-0.31011
F,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10,mature,99,0.06085
M,0.6,0.47,0.165,1.059,0.504,0.241,0.275,9,mature,58,-0.76834
M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10,mature,95,-0.90973
F,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9,mature,60,-0.4704
M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8,mature,20,0.29879
I,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9,mature,2,0.11718
F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8,mature,54,-1.59631
F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9,mature,25,-0.57318
F,0.605,0.505,0.18,1.434,0.7285,0.264,0.431,11,aged,74,-1.20644
M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10,mature,83,1.08589
F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10,mature,40,1.49651
F,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12,aged,50,2.08292
M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9,mature,37,0.42591
F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10,mature,65,-1.65118
I,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9,mature,16,1.33857
M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9,mature,11,-1.12338
F,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7,mature,26,-1.41185
M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10,mature,21,-2.04562
M,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9,mature,90,-0.34554
I,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12,aged,75,-0.31631
F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12,aged,65,-0.33711
M,0.62,0.515,0.175,1.221,0.535,0.241,0.395,13,aged,65,-0.57372
F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,11,aged,66,-0.5531
I,0.62,0.49,0.16,1.066,0.446,0.246,0.305,11,aged,52,0.20825
F,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,12,aged,89,0.49668
I,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,9,mature,97,0.05587
I,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10,mature,75,0.0669
M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12,aged,42,0.39085
F,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,9,mature,60,0.8706
M,0.52282,0.49,0.13925,0.82543,0.4895,0.2615,0.3325,11,aged,39,0.17663
M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10,mature,27,-0.25224
M,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9,mature,51,-0.38902
I,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12,aged,86,-0.86706
F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10,mature,21,1.23117
I,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9,mature,37,-0.58146
M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9,mature,99,1.39399
F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8,mature,19,0.85108
M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11,aged,40,0.05241
M,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,10,mature,14,1.11999
M,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,11,aged,26,1.50725
I,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,13,aged,12,0.12912
M,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12,aged,2,1.49184
F,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10,mature,67,0.1002
F,0.52282,0.49,0.13925,0.82543,0.5385,0.2665,0.38,9,mature,32,1.1807
F,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10,mature,39,0.78266
M,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10,mature,74,0.41418
M,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11,aged,50,-0.94811
M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10,mature,64,1.89936
M,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12,aged,4,-1.49858
M,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14,aged,45,-1.05186
M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9,mature,72,0.80654
M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10,mature,21,-1.41004
M,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9,mature,45,-0.79841
F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9,mature,35,1.36131
M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10,mature,67,1.30324
